count,wgs_lng,wgs_lat,time
1.0,115.92310902615232,40.47723550431251,2019-06-30-16-43-43
2.0,115.89962050881893,40.46225872603758,2019-06-30-16-43-43
1.0,115.89986994931196,40.46725651291835,2019-06-30-16-43-43
1.0,115.92310902615232,40.47723550431251,2019-06-30-16-43-43
1.0,115.92610860633901,40.452492345679836,2019-06-30-16-43-43
1.0,115.91761689677192,40.455501077675365,2019-06-30-16-43-43
1.0,115.92585810304637,40.458989940670406,2019-06-30-16-43-43
2.0,115.89962050881893,40.46225872603758,2019-06-30-16-43-43
1.0,115.89986994931196,40.46725651291835,2019-06-30-16-43-43
1.0,115.9171189397979,40.44225704612706,2019-06-30-16-43-43
1.0,115.91886754549931,40.44225528726422,2019-06-30-16-43-43
1.0,115.92036620923177,40.44225367164506,2019-06-30-16-43-43
1.0,115.91112170451036,40.447509892362,2019-06-30-16-43-43
1.0,115.91536930907189,40.44900590420337,2019-06-30-16-43-43
1.0,115.91536927770446,40.44925580073422,2019-06-30-16-43-43
1.0,115.92610860633901,40.452492345679836,2019-06-30-16-43-43
1.0,115.91761689677192,40.455501077675365,2019-06-30-16-43-43
1.0,115.92585810304637,40.458989940670406,2019-06-30-16-43-43
2.0,115.89962050881893,40.46225872603758,2019-06-30-16-43-43
1.0,115.92511219410383,40.433751305417076,2019-06-30-16-43-43
1.0,115.92611092997365,40.43399986789208,2019-06-30-16-43-43
2.0,115.92636061302655,40.433999526497466,2019-06-30-16-43-43
1.0,115.9078735853006,40.440264873706305,2019-06-30-16-43-43
1.0,115.91711900252304,40.441757248650006,2019-06-30-16-43-43
1.0,115.9171189397979,40.44225704612706,2019-06-30-16-43-43
1.0,115.91886754549931,40.44225528726422,2019-06-30-16-43-43
1.0,115.92036620923177,40.44225367164506,2019-06-30-16-43-43
1.0,115.91112170451036,40.447509892362,2019-06-30-16-43-43
1.0,115.91536930907189,40.44900590420337,2019-06-30-16-43-43
1.0,115.91536927770446,40.44925580073422,2019-06-30-16-43-43
1.0,115.92610860633901,40.452492345679836,2019-06-30-16-43-43
1.0,115.91761689677192,40.455501077675365,2019-06-30-16-43-43
1.0,115.92311643484724,40.41825982578274,2019-06-30-16-43-43
1.0,115.9153731019701,40.418767853544125,2019-06-30-16-43-43
1.0,115.92386544372013,40.41950841987316,2019-06-30-16-43-43
1.0,115.9148732911479,40.41976791493954,2019-06-30-16-43-43
1.0,115.91961952756525,40.42126273209583,2019-06-30-16-43-43
1.0,115.9208681498941,40.423010685331924,2019-06-30-16-43-43
1.0,115.9208680871951,40.4235104943715,2019-06-30-16-43-43
1.0,115.91662159392634,40.424014715634975,2019-06-30-16-43-43
1.0,115.91762084825776,40.42401374950179,2019-06-30-16-43-43
1.0,115.91387290505466,40.42751579471872,2019-06-30-16-43-43
1.0,115.92286551428118,40.42775650671588,2019-06-30-16-43-43
1.0,115.90987456500423,40.428268427582616,2019-06-30-16-43-43
1.0,115.91662096713544,40.429012786069265,2019-06-30-16-43-43
1.0,115.90812481732475,40.43001879913415,2019-06-30-16-43-43
