count,wgs_lng,wgs_lat,time
4.0,115.92210924109742,40.48398365491705,2019-06-30-20-47-51
1.0,115.92235687324006,40.50072552262534,2019-06-30-20-47-51
4.0,115.92210924109742,40.48398365491705,2019-06-30-20-47-51
1.0,115.90812080460371,40.46200567877926,2019-06-30-20-47-51
1.0,115.898121373747,40.451513500457686,2019-06-30-20-47-51
1.0,115.91861615535703,40.45500027777918,2019-06-30-20-47-51
1.0,115.91736712012373,40.45525142879977,2019-06-30-20-47-51
1.0,115.91761689677192,40.455501077675365,2019-06-30-20-47-51
1.0,115.90812080460371,40.46200567877926,2019-06-30-20-47-51
1.0,115.90962849396004,40.397529940448145,2019-06-30-20-47-51
1.0,115.90987841560502,40.39752978164377,2019-06-30-20-47-51
1.0,115.91112793743739,40.39777885772348,2019-06-30-20-47-51
1.0,115.91062803335114,40.39852893719936,2019-06-30-20-47-51
1.0,115.9171243916925,40.398773515077245,2019-06-30-20-47-51
1.0,115.91412633410528,40.39902612441275,2019-06-30-20-47-51
1.0,115.92411772869453,40.39901558135277,2019-06-30-20-47-51
1.0,115.91412624021953,40.39977585980963,2019-06-30-20-47-51
1.0,115.91462594777475,40.39977543821185,2019-06-30-20-47-51
1.0,115.9148757960672,40.39977522321128,2019-06-30-20-47-51
1.0,115.90187872747147,40.4005324112984,2019-06-30-20-47-51
1.0,115.91662453798581,40.40052337462618,2019-06-30-20-47-51
1.0,115.91612482623975,40.40102366372889,2019-06-30-20-47-51
1.0,115.91662444407376,40.401273108660234,2019-06-30-20-47-51
1.0,115.91812324157577,40.40177146510632,2019-06-30-20-47-51
1.0,115.9228683669584,40.405015004076496,2019-06-30-20-47-51
1.0,115.91987127704022,40.40551828632362,2019-06-30-20-47-51
1.0,115.92336744545683,40.40801330440458,2019-06-30-20-47-51
1.0,115.92236842819416,40.40876425134817,2019-06-30-20-47-51
1.0,115.89937664180921,40.41277854585188,2019-06-30-20-47-51
1.0,115.9238657886242,40.41675945287698,2019-06-30-20-47-51
1.0,115.92436493247766,40.419007971346275,2019-06-30-20-47-51
1.0,115.92411515850887,40.41950810270919,2019-06-30-20-47-51
1.0,115.92586306324695,40.41950580697187,2019-06-30-20-47-51
1.0,115.9148732911479,40.41976791493954,2019-06-30-20-47-51
1.0,115.91712176105423,40.4197658541169,2019-06-30-20-47-51
1.0,115.92411512715074,40.41975800834031,2019-06-30-20-47-51
1.0,115.92436483840089,40.41975768846932,2019-06-30-20-47-51
1.0,115.91687185164702,40.42051581069578,2019-06-30-20-47-51
1.0,115.8961294819227,40.38004030166265,2019-06-30-20-47-51
1.0,115.92362061265986,40.38052252568989,2019-06-30-20-47-51
1.0,115.92212210186257,40.381524024505865,2019-06-30-20-47-51
1.0,115.92262157796071,40.38152342555027,2019-06-30-20-47-51
1.0,115.92237181039673,40.381773643519196,2019-06-30-20-47-51
1.0,115.92262154666186,40.381773342676055,2019-06-30-20-47-51
1.0,115.92362045614739,40.381772112062315,2019-06-30-20-47-51
1.0,115.92212203926866,40.38202385868313,2019-06-30-20-47-51
1.0,115.92312091460606,40.382522483740985,2019-06-30-20-47-51
1.0,115.92411979568728,40.382521231387415,2019-06-30-20-47-51
1.0,115.9218722019785,40.38277390476925,2019-06-30-20-47-51
1.0,115.92237165390247,40.38302322803085,2019-06-30-20-47-51
1.0,115.92187213938318,40.383273738201424,2019-06-30-20-47-51
1.0,115.92312082069787,40.38327223400042,2019-06-30-20-47-51
1.0,115.89737953718567,40.38403890629919,2019-06-30-20-47-51
1.0,115.90688077078292,40.384286040376665,2019-06-30-20-47-51
3.0,115.92112266866665,40.38502402256905,2019-06-30-20-47-51
1.0,115.92162214202754,40.38527336158823,2019-06-30-20-47-51
1.0,115.92112260607108,40.38552385465801,2019-06-30-20-47-51
1.0,115.9116292343853,40.3857826268863,2019-06-30-20-47-51
1.0,115.90088036400411,40.3860376787765,2019-06-30-20-47-51
1.0,115.92212153846762,40.3860225213629,2019-06-30-20-47-51
1.0,115.90463069703203,40.386286392701315,2019-06-30-20-47-51
1.0,115.9058806044532,40.38653576766232,2019-06-30-20-47-51
2.0,115.92112248087578,40.38652351793906,2019-06-30-20-47-51
1.0,115.90313058729757,40.386786780338554,2019-06-30-20-47-51
1.0,115.9041305083335,40.387786082492404,2019-06-30-20-47-51
1.0,115.92287052806324,40.38777102774158,2019-06-30-20-47-51
1.0,115.90138020982315,40.38803687905391,2019-06-30-20-47-51
1.0,115.92486823045408,40.38801841664395,2019-06-30-20-47-51
1.0,115.90463044690856,40.38828571629622,2019-06-30-20-47-51
2.0,115.90488044197183,40.38828561376342,2019-06-30-20-47-51
1.0,115.90488041070475,40.38853552887579,2019-06-30-20-47-51
1.0,115.90738015972205,40.38853434897683,2019-06-30-20-47-51
1.0,115.90713017006216,40.388784394661016,2019-06-30-20-47-51
1.0,115.90738012845296,40.38878426401378,2019-06-30-20-47-51
1.0,115.90488034816954,40.38903535887576,2019-06-30-20-47-51
1.0,115.90537976442425,40.39353360187485,2019-06-30-20-47-51
1.0,115.90687936361576,40.39553220011317,2019-06-30-20-47-51
1.0,115.90387937649427,40.39678307875603,2019-06-30-20-47-51
1.0,115.91162785812378,40.396778853759365,2019-06-30-20-47-51
1.0,115.90962849396004,40.397529940448145,2019-06-30-20-47-51
1.0,115.90987841560502,40.39752978164377,2019-06-30-20-47-51
1.0,115.91112793743739,40.39777885772348,2019-06-30-20-47-51
1.0,115.91062803335114,40.39852893719936,2019-06-30-20-47-51
1.0,115.9171243916925,40.398773515077245,2019-06-30-20-47-51
1.0,115.91412633410528,40.39902612441275,2019-06-30-20-47-51
1.0,115.92411772869453,40.39901558135277,2019-06-30-20-47-51
1.0,115.91412624021953,40.39977585980963,2019-06-30-20-47-51
1.0,115.91462594777475,40.39977543821185,2019-06-30-20-47-51
1.0,115.9148757960672,40.39977522321128,2019-06-30-20-47-51
1.0,115.90187872747147,40.4005324112984,2019-06-30-20-47-51
1.0,115.91662453798581,40.40052337462618,2019-06-30-20-47-51
1.0,115.91612482623975,40.40102366372889,2019-06-30-20-47-51
1.0,115.91662444407376,40.401273108660234,2019-06-30-20-47-51
1.0,115.91812324157577,40.40177146510632,2019-06-30-20-47-51
1.0,115.89863165942741,40.370793095067555,2019-06-30-20-47-51
1.0,115.90288256686021,40.3707921124187,2019-06-30-20-47-51
1.0,115.89613060706895,40.37104321949508,2019-06-30-20-47-51
1.0,115.89638072529583,40.37104321145143,2019-06-30-20-47-51
1.0,115.90213245177003,40.37104226466631,2019-06-30-20-47-51
1.0,115.90363255539019,40.37129169585837,2019-06-30-20-47-51
1.0,115.90238242087776,40.37154203056002,2019-06-30-20-47-51
1.0,115.89613051332387,40.37179298000196,2019-06-30-20-47-51
1.0,115.89638063155184,40.37179297195814,2019-06-30-20-47-51
1.0,115.8973810687131,40.37179291234602,2019-06-30-20-47-51
1.0,115.90113213277888,40.372292135278535,2019-06-30-20-47-51
1.0,115.90138217892695,40.37229207192732,2019-06-30-20-47-51
1.0,115.90138214768206,40.37254199180013,2019-06-30-20-47-51
1.0,115.90363239917048,40.37254129595764,2019-06-30-20-47-51
1.0,115.9013821164368,40.37279191159914,2019-06-30-20-47-51
3.0,115.90413235242471,40.37304095006002,2019-06-30-20-47-51
1.0,115.92212307189094,40.37377655676181,2019-06-30-20-47-51
1.0,115.92237281175501,40.37377625865066,2019-06-30-20-47-51
1.0,115.9226225480537,40.3737759578089,2019-06-30-20-47-51
1.0,115.90088186427532,40.37404163340303,2019-06-30-20-47-51
1.0,115.90163200271904,40.37404144334644,2019-06-30-20-47-51
3.0,115.91462913826831,40.37428405566982,2019-06-30-20-47-51
1.0,115.89888124182387,40.37479177569001,2019-06-30-20-47-51
1.0,115.91038109339043,40.37478711968669,2019-06-30-20-47-51
1.0,115.92162345631236,40.37477682203939,2019-06-30-20-47-51
1.0,115.90113175781612,40.37529116887786,2019-06-30-20-47-51
1.0,115.9253692254434,40.375271984727654,2019-06-30-20-47-51
1.0,115.90188179160823,40.3760407271906,2019-06-30-20-47-51
1.0,115.90138167896707,40.37629078102562,2019-06-30-20-47-51
1.0,115.89813073394474,40.37679122513397,2019-06-30-20-47-51
1.0,115.90238176468937,40.37679033702026,2019-06-30-20-47-51
1.0,115.90238173343849,40.377040255561575,2019-06-30-20-47-51
1.0,115.8961294819227,40.38004030166265,2019-06-30-20-47-51
1.0,115.92362061265986,40.38052252568989,2019-06-30-20-47-51
1.0,115.92212210186257,40.381524024505865,2019-06-30-20-47-51
1.0,115.92262157796071,40.38152342555027,2019-06-30-20-47-51
1.0,115.92237181039673,40.381773643519196,2019-06-30-20-47-51
1.0,115.92262154666186,40.381773342676055,2019-06-30-20-47-51
1.0,115.92362045614739,40.381772112062315,2019-06-30-20-47-51
1.0,115.92212203926866,40.38202385868313,2019-06-30-20-47-51
1.0,115.92312091460606,40.382522483740985,2019-06-30-20-47-51
1.0,115.92411979568728,40.382521231387415,2019-06-30-20-47-51
1.0,115.9218722019785,40.38277390476925,2019-06-30-20-47-51
1.0,115.92237165390247,40.38302322803085,2019-06-30-20-47-51
1.0,115.92187213938318,40.383273738201424,2019-06-30-20-47-51
1.0,115.92312082069787,40.38327223400042,2019-06-30-20-47-51
1.0,115.89737953718567,40.38403890629919,2019-06-30-20-47-51
1.0,115.90688077078292,40.384286040376665,2019-06-30-20-47-51
3.0,115.92112266866665,40.38502402256905,2019-06-30-20-47-51
1.0,115.92162214202754,40.38527336158823,2019-06-30-20-47-51
1.0,115.92112260607108,40.38552385465801,2019-06-30-20-47-51
1.0,115.9116292343853,40.3857826268863,2019-06-30-20-47-51
1.0,115.90088036400411,40.3860376787765,2019-06-30-20-47-51
1.0,115.92212153846762,40.3860225213629,2019-06-30-20-47-51
1.0,115.90463069703203,40.386286392701315,2019-06-30-20-47-51
1.0,115.9058806044532,40.38653576766232,2019-06-30-20-47-51
2.0,115.92112248087578,40.38652351793906,2019-06-30-20-47-51
1.0,115.90313058729757,40.386786780338554,2019-06-30-20-47-51
1.0,115.9041305083335,40.387786082492404,2019-06-30-20-47-51
1.0,115.92287052806324,40.38777102774158,2019-06-30-20-47-51
1.0,115.90138020982315,40.38803687905391,2019-06-30-20-47-51
1.0,115.92486823045408,40.38801841664395,2019-06-30-20-47-51
1.0,115.90463044690856,40.38828571629622,2019-06-30-20-47-51
2.0,115.90488044197183,40.38828561376342,2019-06-30-20-47-51
1.0,115.90488041070475,40.38853552887579,2019-06-30-20-47-51
1.0,115.90738015972205,40.38853434897683,2019-06-30-20-47-51
1.0,115.90713017006216,40.388784394661016,2019-06-30-20-47-51
1.0,115.90738012845296,40.38878426401378,2019-06-30-20-47-51
1.0,115.90488034816954,40.38903535887576,2019-06-30-20-47-51
1.0,115.90537976442425,40.39353360187485,2019-06-30-20-47-51
1.0,115.91488054931041,40.36178778285259,2019-06-30-20-47-51
1.0,115.9253709152699,40.361776250333975,2019-06-30-20-47-51
1.0,115.92112554656664,40.36203142580243,2019-06-30-20-47-51
1.0,115.92162505140907,40.362030848747914,2019-06-30-20-47-51
1.0,115.910132741291,40.362291233596935,2019-06-30-20-47-51
1.0,115.92112551530086,40.36228134868035,2019-06-30-20-47-51
1.0,115.92112548403473,40.362531271485274,2019-06-30-20-47-51
1.0,115.92262392438889,40.362779430199176,2019-06-30-20-47-51
1.0,115.91263125100454,40.36603829711958,2019-06-30-20-47-51
1.0,115.91338087297814,40.36603771102911,2019-06-30-20-47-51
1.0,115.91188156479826,40.36628877963378,2019-06-30-20-47-51
1.0,115.90063274813275,40.36654407622006,2019-06-30-20-47-51
1.0,115.89638125645301,40.36679455606891,2019-06-30-20-47-51
1.0,115.91313087766058,40.367037595597246,2019-06-30-20-47-51
1.0,115.91338074798604,40.36703739742555,2019-06-30-20-47-51
1.0,115.89688138845342,40.36754429601563,2019-06-30-20-47-51
1.0,115.89938220806955,40.3682937728281,2019-06-30-20-47-51
1.0,115.90488294221826,40.368292163521645,2019-06-30-20-47-51
1.0,115.91113162686727,40.36828868616736,2019-06-30-20-47-51
1.0,115.91587909380198,40.36828486788083,2019-06-30-20-47-51
1.0,115.89988231624665,40.36854360333378,2019-06-30-20-47-51
1.0,115.90013238052865,40.36854355389708,2019-06-30-20-47-51
1.0,115.90163269007081,40.36854319885334,2019-06-30-20-47-51
1.0,115.91338056048752,40.36853692481865,2019-06-30-20-47-51
1.0,115.90288281678801,40.36879274724922,2019-06-30-20-47-51
1.0,115.90488287973906,40.368792005548684,2019-06-30-20-47-51
2.0,115.91338052923656,40.36878684579373,2019-06-30-20-47-51
1.0,115.89613082579537,40.369293775734256,2019-06-30-20-47-51
1.0,115.897881546996,40.36954358253201,2019-06-30-20-47-51
1.0,115.89813160890036,40.369793475927665,2019-06-30-20-47-51
1.0,115.89913194549052,40.36979333914768,2019-06-30-20-47-51
1.0,115.89863165942741,40.370793095067555,2019-06-30-20-47-51
1.0,115.90288256686021,40.3707921124187,2019-06-30-20-47-51
1.0,115.89613060706895,40.37104321949508,2019-06-30-20-47-51
1.0,115.89638072529583,40.37104321145143,2019-06-30-20-47-51
1.0,115.90213245177003,40.37104226466631,2019-06-30-20-47-51
1.0,115.90363255539019,40.37129169585837,2019-06-30-20-47-51
1.0,115.90238242087776,40.37154203056002,2019-06-30-20-47-51
1.0,115.89613051332387,40.37179298000196,2019-06-30-20-47-51
1.0,115.89638063155184,40.37179297195814,2019-06-30-20-47-51
1.0,115.8973810687131,40.37179291234602,2019-06-30-20-47-51
1.0,115.90113213277888,40.372292135278535,2019-06-30-20-47-51
1.0,115.90138217892695,40.37229207192732,2019-06-30-20-47-51
1.0,115.90138214768206,40.37254199180013,2019-06-30-20-47-51
1.0,115.90363239917048,40.37254129595764,2019-06-30-20-47-51
