OBJECTID,x,y
0,115.91721417113448,40.49086503728009
1,115.9172082129547,40.48191113426295
2,115.91720536571695,40.47295821605817
3,115.91720648145551,40.464006578687346
4,115.91721155660161,40.45505622011793
5,115.9172197327127,40.44610684083083
6,115.91722948175749,40.43715790861498
7,115.91723893596419,40.42820877357832
8,115.91724629102808,40.41925880853123
9,115.91725019563502,40.41030754443208
10,115.91725004320877,40.40135477166261
11,115.91724610289623,40.392400585288236
12,115.9172394615058,40.38344536455584
13,115.91723178892377,40.37448969107835
14,115.91722497764182,40.36553422338644
15,115.9172207342081,40.35657955493936
16,115.917220210799,40.34762608624769
17,115.91722375645315,40.338673938704986
18,115.91723084167984,40.32972292871221
19,115.9172401727268,40.320772607657915
20,115.91724997084681,40.31182235909893
21,115.91725835628,40.30287153214289
22,115.91726375405969,40.29391958222836
23,115.91726523403597,40.2849661889139
24,115.91726271170992,40.27601132526197
25,115.91725696651629,40.26705526386119
26,115.91724947359882,40.25809851821091
27,115.91724208538537,40.24914173214269
28,115.91723663169648,40.2401855411643
29,115.91723452471301,40.231230435663285
30,115.91723645408592,40.22227665549645
31,115.91724223801484,40.21332413870608
32,115.91725086245448,40.204372535412055
33,115.91726069999365,40.19542128385605
34,115.91726986116058,40.18646973215869
35,115.91727660231857,40.17751727949063
36,115.91727970209567,40.16856350617877
37,115.91727872508292,40.159608264670545
38,115.9172741158693,40.150651711738426
39,115.91726710310512,40.14169427499647
40,115.91725943429546,40.132736560980426
41,115.91725299856745,40.12377922465211
42,115.91724941884328,40.11482282850794
43,115.91724970146166,40.105867721705394
44,115.91725401889315,40.096913965290284
45,115.9172616724661,40.08796131964626
46,115.91727124315878,40.07900929685157
47,115.91728089791204,40.07005726661514
48,115.91728878533985,40.06110459290423
49,115.91729343541311,40.05215077176045
50,115.91729407683228,40.04319554055756
51,115.9172908035711,40.03423893513124
52,115.91728455463065,40.02528128247084
53,115.91727691136629,40.01632313057538
54,115.9172697561302,40.007365130636956
55,115.91726486591574,39.99840789699822
56,115.91726352872563,39.98945187511859
57,115.91726626548613,39.980497246044806
58,115.9172727175494,39.97154388799139
59,115.91728172407872,39.962591403300934
60,115.91729157261913,39.953639204938035
61,115.9173003687653,39.94468664382235
62,115.91730644512565,39.93573314949933
63,115.91730872129546,39.92677835378053
64,115.91730693712542,39.91782217067484
65,115.91730170892272,39.90886481537648
66,115.91729439644307,39.89990675823639
67,115.91728680937841,39.89094862367636
68,115.91728081669535,39.88199105588497
69,115.91727794315615,39.87303458029538
70,115.91727904012762,39.86407949074536
71,115.9172841017502,39.855125786665056
72,115.91729226616201,39.84617317383067
73,115.91730200152253,39.83722112849432
74,115.91731143668353,39.828269011021355
75,115.91731876512559,39.819316204485524
76,115.91732263495945,39.8103622482969
77,115.9173224407976,39.80140693802287
78,115.9173184544823,39.79245036987212
79,115.91731176644151,39.78349292026353
80,115.91730405032393,39.77453516491583
81,115.91729720171357,39.76557775494485
82,115.9172929289134,39.75662127672745
83,115.91729238413843,39.747666125785095
84,115.91729591474174,39.73871242190261
85,115.917302988187,39.729759983786806
86,115.91731230697434,39.72080836870964
87,115.91732208871616,39.711856968551515
88,115.91733045090577,39.702905141489595
89,115.91733581731576,39.69395235089191
90,115.91733725829398,39.68499828143585
91,115.91733469148978,39.6760429073989
92,115.91732889967247,39.667086498403116
93,115.91732136178648,39.65812956139973
94,115.91731393370556,39.649172731440885
95,115.91730844759742,39.64021663483414
96,115.91730631638463,39.63126175422642
97,115.91730822869457,39.62230832473729
98,115.92889211087908,40.49094578959482
99,115.92888616649569,40.48199189151886
100,115.9288833310165,40.473038976577904
101,115.92888445591899,40.46408734033325
102,115.92888953763779,40.455136980753515
103,115.92889771829289,40.44618759878183
104,115.92890747085329,40.43723866303038
105,115.92891692876898,40.42828952461342
106,115.92892428891474,40.41933955731324
107,115.928928200859,40.41038829281582
108,115.92892805842104,40.40143552182895
109,115.9289241305709,40.39248133927221
110,115.92891750340605,40.383526123805865
111,115.92890984572121,40.37457045614187
112,115.92890304877142,40.36561499378983
113,115.92889881799013,40.35666032928811
114,115.92889830480166,40.34770686252525
115,115.92890185801755,40.33875471470591
116,115.92890894849398,40.32980370251592
117,115.9289182833244,40.320853378040816
118,115.9289280849235,40.3119031257958
119,115.92893647475837,40.30295229590115
120,115.92894187888976,40.29400034464366
121,115.92894336777371,40.285046952082496
122,115.92894085696554,40.276092091324934
123,115.92893512539055,40.267136034538865
124,115.92892764722976,40.258179294427904
125,115.92892027370242,40.24922251382448
126,115.92891483343568,40.24026632724929
127,115.92891273768991,40.23131122432791
128,115.92891467566707,40.22235744454479
129,115.92892046568637,40.21340492603976
130,115.92892909436469,40.204453319479015
131,115.92893893535224,40.19550206398112
132,115.92894810040892,40.18655050868479
133,115.92895484703374,40.1775980536999
134,115.9289579546497,40.16864428001111
135,115.92895698813047,40.159689040299966
136,115.92895239177449,40.1507324910989
137,115.92894539343129,40.14177505935944
138,115.92893773946764,40.13281735067511
139,115.92893131778047,40.12386001898912
140,115.92892775023564,40.11490362592265
141,115.92892804251733,40.1059485200904
142,115.92893236698477,40.096994762444936
143,115.92894002542212,40.08804211374641
144,115.92894959973192,40.079090086837816
145,115.92895925804821,40.07013805241597
146,115.92896715018917,40.061185375445675
147,115.92897180708114,40.05223155276042
148,115.92897245792531,40.043276322149374
149,115.92896919663329,40.03431971939736
150,115.92896296159493,40.02536207098762
151,115.92895533313694,40.016403924066914
152,115.92894819238778,40.00744592881289
153,115.92894331518589,39.998488698610316
154,115.92894198869726,39.989532678224364
155,115.92894473351048,39.980578048421
156,115.92895119121178,39.97162468760816
157,115.92896020171966,39.96267219875429
158,115.92897005369218,39.95371999574704
159,115.9289788539545,39.94476743052705
160,115.92898493619728,39.935813933538235
161,115.92898722071648,39.92685913717434
162,115.92898544753068,39.91790295558443
163,115.92898023254611,39.908945603630876
164,115.92897293463537,39.899987550932146
165,115.92896536231565,39.89102942093517
166,115.9289593833407,39.8820718568216
167,115.92895652148371,39.87311538320311
168,115.92895762755984,39.86416029345888
169,115.92896269571426,39.85520658702264
170,115.92897086464521,39.846253970135486
171,115.92898060350649,39.837301919875465
172,115.92899004236342,39.828349797616575
173,115.92899737586761,39.819396987406236
174,115.92900125300537,39.81044302938315
175,115.92900106878064,39.80148771944114
176,115.92899709485852,39.792531153642834
177,115.92899042095976,39.78357370782015
178,115.92898271964819,39.774615956790655
179,115.92897588527956,39.76565855064933
180,115.92897162505044,39.756702074853045
181,115.92897109043004,39.74774692430286
182,115.9289746285473,39.73879321859705
183,115.92898170721178,39.72984077673002
184,115.92899102976469,39.72088915667357
185,115.92900081497297,39.71193775126906
186,115.9290091815483,39.70298591970844
187,115.92901455428294,39.69403312620937
188,115.92901600412539,39.6850790559505
189,115.92901344877723,39.67612368325423
190,115.92900767050062,39.667167277321674
191,115.92900014728278,39.65821034430807
192,115.92899273379685,39.6492535182665
193,115.92898726102553,39.64029742451811
194,115.92898514097814,39.631342544949284
195,115.92898706183746,39.62238911430924
196,115.94053098221836,40.491111425674355
197,115.94052505921344,40.48215753321867
198,115.94052224324221,40.47320462235357
199,115.94052338527105,40.46425298821551
200,115.94052848173762,40.45530262877336
201,115.94053667527838,40.446353245395215
202,115.94054643978036,40.43740430745073
203,115.94055590981478,40.42845516698014
204,115.94056328333862,40.41950519865993
205,115.9405672107301,40.410553934845154
206,115.94056708617133,40.40160116654307
207,115.94056317847013,40.392646988538104
208,115.94055657307169,40.38369177894965
209,115.94054893776922,40.37473611765924
210,115.94054216268302,40.365780661235384
211,115.94053795222347,40.35682600136747
212,115.94053745712455,40.34787253737031
213,115.94054102598933,40.33892039027378
214,115.94054812999242,40.32996937702541
215,115.94055747700352,40.32101905035204
216,115.94056729050368,40.31206879565083
217,115.94057569308593,40.3031179639739
218,115.94058111175353,40.29416601238838
219,115.9405826175186,40.285212621413606
220,115.94058012598609,40.27625776419748
221,115.94057441561411,40.267301712519874
222,115.94056695970019,40.258344978351076
223,115.94055960835472,40.249388203602834
224,115.9405541891096,40.24043202188614
225,115.94055211238029,40.23147692212417
226,115.9405540669566,40.2225231434578
227,115.94055987126747,40.213570624116166
228,115.94056851253757,40.20461901526815
229,115.94057836539137,40.195667756839484
230,115.94058754271899,40.18671619890595
231,115.9405943030616,40.17776374244182
232,115.94059742657144,40.168809969036815
233,115.94059647838147,40.159854731587586
234,115.94059190252368,40.15089818640513
235,115.94058492611288,40.14194075983057
236,115.94057729447131,40.13298305658947
237,115.94057089436707,40.124025729686615
238,115.94056734669641,40.11506933993674
239,115.94056765654273,40.10611423545424
240,115.94057199616304,40.09716047710554
241,115.94057966775983,40.088207825997294
242,115.9405892540842,40.07925579567669
243,115.94059892436502,40.07030375775003
244,115.94060682952558,40.06135107810053
245,115.9406115013689,40.05239725429057
246,115.94061216955544,40.043442024491505
247,115.94060892793989,40.034485424441236
248,115.94060271435126,40.025527780156935
249,115.94059510817263,40.0165696380006
250,115.94058798940931,40.00761164721552
251,115.94058313283982,39.99865442030442
252,115.94058182486219,39.9896984013929
253,115.94058458575499,39.98074377098835
254,115.94059105731931,39.97179040767689
255,115.94060008016683,39.96283791500346
256,115.94060994397722,39.953885707705936
257,115.94061875670481,39.94493313866513
258,115.94062485303333,39.93597963915235
259,115.9406271539015,39.9270248420974
260,115.94062539948197,39.91806866177858
261,115.94062020531318,39.90911131275285
262,115.94061292945743,39.9001532639646
263,115.94060537935391,39.89119513796331
264,115.94059942164334,39.882237577003636
265,115.94059657919108,39.873281104940965
266,115.94059770230582,39.864326014732406
267,115.94060278513714,39.85537230581524
268,115.9406109668974,39.84641968485912
269,115.94062071765299,39.83746762970317
270,115.94063016858313,39.82851550265056
271,115.94063751541384,39.819562688645604
272,115.94064140793489,39.81060872849816
273,115.94064124150921,39.801653418402985
274,115.94063728763949,39.792696854288735
275,115.94063063539758,39.7837394114474
276,115.9406229563519,39.77478166386733
277,115.9406161437311,39.765824260704065
278,115.94061190371609,39.75686778656772
279,115.94061138709156,39.74791263578854
280,115.94061494078066,39.73895892779349
281,115.94062203291054,39.73000648184248
282,115.9406313675944,39.72105485655245
283,115.94064116465879,39.71210344565033
284,115.94064954393359,39.703151609263045
285,115.94065493114653,39.694198812391065
286,115.94065639779717,39.685244740675145
287,115.94065386163516,39.67628936847968
288,115.9406481044573,39.66733296461891
289,115.94064060337254,39.65837603451601
290,115.94063321195222,39.64941921130488
291,115.94062776009159,39.64046311939904
292,115.94062565896151,39.63150823998513
293,115.94062759633671,39.62255480747202
294,115.95215525506015,40.4912947574396
295,115.95214935548395,40.48234087039248
296,115.95214656132221,40.47338796358609
297,115.95214772309882,40.464436331785
298,115.95215283725412,40.45548597295791
299,115.9521610468716,40.446536588844126
300,115.95217082663294,40.43758764947521
301,115.95218031207968,40.4286385077005
302,115.95218770210516,40.41968853897762
303,115.95219164778817,40.41073727624595
304,115.95219154362468,40.40178451077406
305,115.95218765828216,40.39283033722788
306,115.95218107664161,40.38387513325376
307,115.9521734656297,40.37491947800712
308,115.95216671438475,40.36596402723346
309,115.95216252643169,40.35700937187957
310,115.95216205190691,40.34805591075828
311,115.95216563923302,40.339103764746284
312,115.95217275986023,40.33015275101962
313,115.95218212233027,40.32120242286549
314,115.952191951047,40.31225216645175
315,115.95220036957782,40.303301333644704
316,115.95220580574143,40.294349382193076
317,115.95220733103098,40.285395993018014
318,115.95220486109433,40.2764411393026
319,115.9521991739854,40.26748509248726
320,115.95219174223753,40.258528363901206
321,115.95218441500151,40.24957159465112
322,115.95217901886139,40.24061541755254
323,115.95217696350117,40.23166032091421
324,115.95217893735399,40.22270654357631
325,115.95218475894376,40.21375402384583
326,115.95219341602126,40.204802413330974
327,115.95220328405422,40.19585115266289
328,115.95221247691084,40.186899592736175
329,115.95221925403405,40.17794713528037
330,115.9522223962069,40.16899336241365
331,115.9522214687867,40.16003812722039
332,115.95221691557495,40.151081585817934
333,115.95220996305079,40.14212416401378
334,115.95220235563282,40.13316646577475
335,115.95219597911215,40.12420914328519
336,115.95219245354579,40.1152527566547
337,115.95219278349705,40.10629765356007
338,115.95219714113446,40.09734389479226
339,115.95220482902275,40.088391241760824
340,115.95221443064729,40.07943920862844
341,115.95222411618474,40.07048716779637
342,115.95223203751452,40.06153448595033
343,115.95223672719817,40.05258066128959
344,115.95223741529341,40.04362543231936
345,115.95223419560571,40.03466883473644
346,115.95222800547896,40.02571119415068
347,115.95222042347973,40.016753056238244
348,115.95221332864155,40.00779506942585
349,115.95220849482544,39.99883784544503
350,115.95220720776473,39.98988182786233
351,115.95220998746954,39.980927196959
352,115.95221647592705,39.97197383147703
353,115.95222551434892,39.96302133546539
354,115.95223539329909,39.95406912440515
355,115.95224422170904,39.94511655199902
356,115.95225033512173,39.93616305024129
357,115.95225265503198,39.92720825253018
358,115.95225092174563,39.91825207325699
359,115.95224575048302,39.909294726711934
360,115.9522384986054,39.90033668125046
361,115.95223097261925,39.891378558637854
362,115.95222503820192,39.88242100031868
363,115.952222217433,39.87346452948726
364,115.95222336018278,39.864509438731865
